epoch,train_loss,val_loss,test_loss,train_acc,train_f1_weighted,val_acc,val_f1_weighted,test_acc,test_f1_weighted
1,0.6054385104619991,0.6950047579489445,0.5773455232516151,0.7058606743812561,0.6976023842258139,0.5785536170005798,0.5764720788582804,0.6819060444831848,0.6786697703756649
2,0.6240615195409699,0.7591953054674323,0.5681879054814942,0.6608920097351074,0.5908179593076289,0.5062344074249268,0.3855427656025499,0.6638764142990112,0.6062671591276245
3,0.5783099905748045,0.7305004111586366,0.5501573615073582,0.7390342950820923,0.7391209646450088,0.5336658358573914,0.5361875545462936,0.7572440505027771,0.7603171928121644
4,0.611283188088465,0.8158838278718497,0.5606543950985995,0.6758201122283936,0.6009536581082461,0.5211970210075378,0.3930338089203222,0.6645203232765198,0.5965586264861319
5,0.5609910969532836,0.6630752747901657,0.5808372829836258,0.7115738987922668,0.7129083578165967,0.6109725832939148,0.6129920332550025,0.7141017913818359,0.7181445899298113
6,0.535732738018706,0.6933748881864429,0.5490162375083832,0.7360855340957642,0.7351862029625766,0.589775562286377,0.5904130005293123,0.7430779337882996,0.7465626754323325
7,0.5415628906002992,0.7054179398403352,0.5316917682180501,0.7080722451210022,0.6615961174077,0.5910224914550781,0.5181265762325367,0.6819060444831848,0.634580417629409
8,0.5073998935927094,0.6992889699570258,0.5119302890695876,0.7405086755752563,0.7294511995464965,0.589775562286377,0.5843200357426968,0.7823567390441895,0.7794601508932297
9,0.5460269705969476,0.8094619052145546,0.5326723662377152,0.7301879525184631,0.6943022339777262,0.49251872301101685,0.4013214655170575,0.7025113105773926,0.664727278841035
10,0.5331619845925004,0.7729294436456556,0.5539347265876412,0.7471433877944946,0.750135975990379,0.5673316717147827,0.5681235602422577,0.7411462068557739,0.7445946990076561
