epoch,train_loss,val_loss,test_loss,train_acc,train_f1_weighted,val_acc,val_f1_weighted,test_acc,test_f1_weighted
1,0.7554909804783737,0.8668323041234826,0.7184843549760345,0.6081828474998474,0.46000534434124574,0.5735660791397095,0.41813058479000603,0.643915057182312,0.5281869072638159
2,0.6032845654387207,0.7174849337956257,0.5810885994340709,0.7113896012306213,0.7138505958628215,0.5087282061576843,0.5109874354163944,0.7353509664535522,0.738905158419275
3,0.6264708109208239,0.7373204946406464,0.6334135546507907,0.6780316829681396,0.6804025001089659,0.49127182364463806,0.487755178613848,0.6503542065620422,0.6470543600770744
4,0.5609047969379605,0.7189061339489391,0.531501349244034,0.7230003476142883,0.7078115651485762,0.5885286927223206,0.581668000171468,0.688345193862915,0.6796039260046476
5,0.5711958333238866,0.6954162689181337,0.5911608663965101,0.7246590256690979,0.7265561654912869,0.6009975075721741,0.602707392656979,0.7012234926223755,0.7054184116271304
6,0.5805611739122545,0.7901094049828457,0.539506640411189,0.6960929036140442,0.6418974832675779,0.5411471724510193,0.4289892367215616,0.7128139138221741,0.6717123411024002
7,0.5342176944968986,0.7225567299844767,0.5200085456831487,0.7266862988471985,0.6988194875863796,0.5685786008834839,0.5251487946799667,0.7443657517433167,0.7257882575176137
8,0.5475118422363787,0.7196746693454924,0.5607731924329316,0.7250276207923889,0.694092221974619,0.5660848021507263,0.5362438696149113,0.7179652452468872,0.6889557852068274
9,0.6908783221664028,0.8676556790725994,0.7669055650222996,0.5680059194564819,0.5317750452139147,0.5486284494400024,0.48840076325542153,0.542820394039154,0.4986632459819272
10,0.513901870372306,0.7437633330425122,0.5458038010336435,0.7609657049179077,0.7621478726528803,0.6720698475837708,0.6731090790424599,0.7669028043746948,0.7698417691457888
