prediction,target
-0.049398214,-0.38515627
0.13738562,0.2899784
0.21479875,-0.97440916
0.14486754,0.3275708
-0.060102336,-0.3729311
0.3042009,0.1796463
0.1306924,-0.42580494
0.2607622,-0.3781268
0.1586295,0.14572147
-0.036903545,-0.27237913
0.2024487,-0.51963305
-0.24702047,-0.79775554
0.13555087,1.2514875
-0.06148687,-0.03918413
-0.23337837,-0.95546013
0.16313237,2.2728999
-0.2590764,-0.14584868
0.14606763,1.6934272
-0.06367583,-0.39829832
-0.075847544,2.3627548
0.24796987,-0.46095228
-0.12951642,-0.97440916
0.30071923,-0.27237913
0.12054239,-0.79072607
0.14279515,0.0839844
0.13817152,0.10690658
0.2996332,-0.50404596
-0.06928121,-0.71401316
0.29828733,0.4788572
0.0754172,-0.16113015
-0.062323295,-0.32066852
-0.08238433,-0.3203629
-0.29597503,-0.97440916
-0.15259641,-0.5431665
0.07962986,-0.16754834
-0.11783267,-0.97440916
0.082485996,1.152158
-0.31825376,-0.94140124
0.1331974,-0.97440916
-0.16324505,-0.75282806
-0.008042727,0.11790922
-0.3173796,-0.647386
0.22626722,0.8538641
0.092579655,1.2560719
0.29127315,2.7053652
0.10317821,3.304398
-0.110055365,-0.87752473
-0.26089835,-0.59512347
-0.10651535,1.3691547
-0.18041626,0.737725
0.08553477,-0.35245395
-0.21085736,-0.20025066
0.07591492,-0.39677018
0.20468144,-0.10642253
-0.19316459,-0.8246509
-0.09927946,-0.97440916
-0.37689182,-0.9010582
0.22482714,-0.9465969
-0.20919614,-0.3341162
-0.19852395,-0.97440916
-0.10679026,0.1606973
-0.11355439,-0.97440916
-0.37804484,-0.9731866
-0.09483349,2.4486368
0.014088981,-0.9505701
-0.15021726,-0.96462905
-0.12566182,3.1301897
-0.13957116,-0.81028634
-0.23350096,0.28539395
0.06886603,-0.55172414
0.06799183,0.64787006
0.15400985,-0.62232447
-0.027324853,-0.92611974
-0.38543576,-0.9719641
-0.00976694,-0.8002006
0.20565608,-0.030320887
-0.11902825,-0.39768705
-0.15684408,-0.97440916
0.08408802,-0.55172414
-0.04210928,0.7533121
-0.09476368,-0.97440916
-0.09793027,-0.97440916
-0.20383453,1.6237438
0.04604937,1.5708699
-0.32113308,1.1866941
-0.22265731,-0.25648642
0.12655231,0.05525526
0.12828256,-0.15593444
0.06016352,0.6579558
-0.17665236,-0.8289297
0.1297115,-0.26718342
0.13623066,1.5644517
0.026383601,-0.14432053
-0.030729016,-0.29805198
0.044008613,1.1408498
-0.34120244,-0.6785602
0.054636437,-0.64035654
-0.42465368,-0.96096146
0.056757595,0.26277742
-0.121204615,-0.97440916
0.046692807,-0.97440916
-0.062137015,-0.97257537
-0.2245744,-0.97440916
0.05169298,2.2435596
-0.1790183,-0.28307614
-0.36577287,-0.63424397
