prediction,target
-0.80549175,-1.1115593
0.24077173,-0.9417547
0.29894406,0.65681595
0.25612938,0.5300961
-0.7992598,-1.1115593
-0.8849265,-0.7950765
-0.8536485,-0.8264396
0.08252961,1.5983443
-0.99946266,-1.0535849
-0.11173171,0.27950767
0.18348004,-0.38038585
-0.17251481,-0.8616044
-0.60998267,0.9983259
-0.1199639,-0.68609744
0.22675668,-0.7139758
-0.66947466,-1.0041642
-0.831527,-0.7833549
-0.7770495,1.162428
0.31539991,-0.047112696
0.32796308,-0.28249478
-0.8311498,-1.0507337
-0.078808166,1.3721493
0.36382982,0.36155874
0.33458418,0.6127808
0.16273041,0.8589341
-0.38731605,0.8367581
0.34310737,0.7160575
0.16229482,2.5515943
-0.41346473,-1.1115593
-1.009604,0.07548874
0.13418151,1.1139578
-0.08621306,-0.8283404
0.09432568,0.778467
-0.2671125,-1.0459818
0.16700572,1.1681305
-0.63319266,-1.0222218
0.07163583,-0.32621312
0.37231058,0.57001287
-0.28650582,0.11413828
0.35941613,1.4646548
-0.56621784,-1.0383786
0.070973836,1.5264307
0.1432154,0.10875269
-0.81000596,-0.95379305
0.48286736,-0.16496214
0.24246679,-0.4906321
-0.7373939,0.28330925
0.48329794,1.24638
-0.15115997,-1.1115593
0.34992045,-0.6436463
0.60046595,-0.8397452
0.6536974,1.3658134
0.30018055,0.047610376
0.41062444,1.4861972
-0.22315878,-0.4938001
0.6427681,0.9729819
-0.4000446,-1.1115593
0.24815129,-0.38133624
-0.572321,-1.0133514
-0.3438034,-0.97090024
0.40325415,-0.7605453
-0.10123496,0.34476838
-0.30202746,0.48542738
-0.36216992,0.51932496
-0.47238374,-0.15197335
0.44382855,0.09703111
0.3984801,0.8358077
0.051957607,0.3143556
0.41789094,0.29819885
0.3762625,-0.555576
-0.22360268,-0.6360431
0.6208066,1.4472309
-0.2823429,-1.1115593
-0.18088838,-0.9357355
0.051421307,-0.2612692
0.41129085,-0.17383252
0.69984645,1.5457555
0.3931376,-0.9221131
-0.4559317,-0.30878913
0.44441357,2.0827308
0.028558016,-1.1039561
0.03582544,-1.1115593
-0.058669407,-0.3490227
-0.39777774,-0.10888861
-0.22507834,0.51774096
0.49020588,-0.13645017
0.77502424,-0.2717236
0.4877301,-1.0358442
-0.31076202,0.51013774
0.6898859,0.95080596
0.108921595,-0.8137677
0.7830364,-1.0355273
0.8244737,-0.90310514
0.81209713,0.06693515
-0.056880303,-0.83277565
-0.1846739,-1.1115593
0.50991374,1.5584276
0.45960888,0.609296
-0.30692068,-0.52041125
0.7068182,2.142606
0.41122735,0.37359715
0.6103889,0.64287674
-0.21479242,-1.1102921
-0.31676847,-0.35314107
-0.45632383,-0.22452046
0.49230656,1.401295
-0.4022421,-1.0101835
-0.21351618,-0.97977066
0.49328896,-0.55209124
-0.17407143,0.7103551
0.52303016,-0.14848857
0.6601254,0.21899894
-0.14083314,0.88491166
0.4095772,0.38690272
0.461745,0.29217964
0.44331318,1.394959
0.737247,0.091962315
-0.28298485,-0.9316171
0.42021683,-0.37278265
-0.18334317,0.72397745
0.6006122,1.2121656
0.7229201,1.1709816
-0.23377264,-0.8264396
0.39383864,-0.4158674
-0.050974086,-0.7098574
-0.24831906,-1.0095497
0.7522046,1.657269
-0.26687402,0.914374
0.4081659,-0.019551136
0.4164962,0.0076936283
0.37572694,0.046026375
0.42905647,0.28932846
-0.25620165,0.06946954
0.547776,-0.31702593
-0.42275476,0.21899894
-0.4134865,-0.040143106
-0.4267199,-0.5834544
-0.46610412,-0.74819016
-0.32719874,-0.9122923
0.4519925,1.1193433
-0.37879953,-0.9281323
-0.12615289,-1.0678409
-0.31398702,-0.43645936
0.42706203,0.9264124
0.6388323,0.57159686
0.3446019,0.85798365
0.5242412,-0.06517027
-0.09303303,-0.7317166
0.5349009,-0.07118946
0.5366496,2.2946696
0.4161851,1.3987606
-0.36958268,-1.1115593
0.5867078,1.6585362
0.65684575,1.4038293
0.33927,-1.1115593
-0.38250518,-1.1115593
-0.42318234,-0.52357924
-0.3248702,0.03715599
-0.3719484,-0.3407859
0.37060803,0.09164552
-0.50980353,-0.9607627
0.28436118,-1.1115593
0.5175327,-0.55209124
-0.52795863,-0.54132
-0.39069107,0.30390123
0.5846654,0.92197716
-0.35837796,-0.46877292
0.48406252,0.36472675
-0.24213375,-0.4706737
0.30595013,-0.90120435
0.6346866,-0.035707913
0.28466085,-0.24606283
-0.24151026,-1.0634058
-0.4951736,-1.0893832
0.30507275,0.6625183
-0.39911935,-1.1115593
0.41792983,-0.7903245
0.51961577,1.3737334
0.50416607,0.19999097
0.23389705,2.553495
0.41665676,-0.07499106
0.50335485,1.8812463
-0.5664547,-0.98040426
0.42028752,2.1438732
-0.5926109,0.48511058
0.23093279,3.0949054
-0.19902204,0.1011495
-0.19588383,0.90138525
-0.28636587,-0.23339085
-0.47821888,-0.89011633
0.39484182,-0.7450222
-0.54201245,-1.0811465
-0.59424824,-0.15830934
0.46092397,1.1358169
0.53597593,1.9230639
-0.5161969,-0.2669716
-0.6136734,-0.86762357
-0.33746096,0.27412206
0.35727265,-1.0101835
-0.21679014,-0.9880074
0.19371483,-1.1026889
0.17279795,2.5097766
0.18074186,0.038423188
0.17617503,0.8348573
-0.38744763,-0.9236971
-0.6088154,-0.91609395
0.5249986,0.5484705
-0.53462994,-0.9747018
-0.26154605,-0.65631825
-0.570516,-1.0811465
-0.5555907,-0.8660396
0.44773513,0.049194373
0.20654991,-0.41713458
0.1601896,-0.68673104
0.5324898,0.21899894
0.15961249,1.7437552
0.5270701,1.6290739
-0.5434155,0.5145729
0.28855053,0.9910395
0.26781455,1.3182935
0.24116248,1.0271547
0.3667956,-1.1115593
0.3972792,0.42808667
-0.56517774,-0.7228462
0.39044398,2.4182215
-0.60782474,-0.38323703
-0.41597533,-0.29643396
-0.52467173,-0.7586445
-0.6301202,-1.0469321
-0.573173,-1.0348938
-0.5165966,-0.59802717
0.48493773,-1.0830473
-0.5218928,0.5129889
-0.6152439,0.22628534
-0.62663454,-0.81503487
-0.5916011,-1.1115593
-0.64870346,-1.0006794
0.42945427,-1.0887496
-0.597645,-1.1115593
-0.57370466,-1.0526345
-0.44644263,-1.0507337
0.5042167,1.491266
-0.65743136,-0.047112696
-0.43578735,-0.272674
-0.67767024,-1.1033225
-0.6644032,-0.73836935
-0.5749986,1.4877812
0.22713004,1.4519829
0.28049484,2.2724938
0.5416838,-0.16591254
-0.5856051,0.307386
-0.33744478,0.33906597
0.5531237,0.8129981
-0.5878346,-0.3382515
-0.5772611,-0.38196984
-0.55659896,-0.58630556
0.37766695,-0.81820285
0.5392679,0.8335901
-0.5341596,-0.1966421
0.36176336,1.7478737
0.19754173,-0.8454476
0.2439119,-0.007829551
0.26608962,0.9137404
-0.48832166,-0.90215474
0.25063652,2.0171533
-0.43159574,-1.1115593
-0.5814895,-0.9385867
0.2520293,-1.1115593
0.2881332,0.19143738
-0.3974464,-1.1115593
0.5384973,0.20981176
0.62205243,-0.4884145
0.4523826,-0.3490227
-0.55819035,-0.8568524
-0.15590936,-0.68166226
0.3752697,-0.2650708
0.3739749,0.46230102
-0.472318,-0.96963304
0.40317014,1.9487246
-0.31600952,-0.9246475
-0.29868618,-0.95569384
-0.47065392,-0.38038585
-0.47960058,0.027968802
-0.4623722,-0.81693566
0.2680581,1.1367673
0.38444975,1.4545172
0.49215558,-0.9990954
-0.46987137,1.8036304
-0.4401855,-0.060418278
-0.30646563,-0.9084907
-0.2880357,-1.1115593
-0.43997222,-0.32051072
-0.43449718,-0.21501647
0.3139879,-0.11364061
0.40979415,0.54055053
0.6394301,-0.9262315
-0.43516123,0.88427806
0.325965,-0.01574954
-0.43711865,-0.38070264
0.2976008,-1.1115593
-0.4513424,-0.9100747
0.24952681,0.5006338
-0.5426184,-0.6268559
0.2875651,-0.23085645
0.29856926,-0.46370414
-0.46935493,-0.29294917
0.6208532,-0.697819
-0.29986256,-0.83435965
0.5282576,-0.121877395
0.26608342,-0.81503487
0.29492038,-0.9119755
0.31270492,0.72619504
-0.4405312,1.6230546
0.5338024,-0.419669
0.4022764,0.29027885
0.40508643,-1.0317258
-0.43644443,-0.6417455
0.27677226,-0.35852668
-0.4901121,-1.0656233
-0.2920607,-1.015569
-0.48252687,-0.98420584
0.4270608,-0.6477647
-0.54043573,-1.0307753
-0.5587323,-0.73868614
-0.55926514,-0.881246
0.27111596,1.9046894
-0.5125179,-0.3376179
-0.30988303,-0.54132
-0.54647255,-1.0288745
0.21080464,-0.6097487
0.35950127,-0.7111246
0.3730845,1.6382611
-0.36268052,0.35110435
0.3512435,-0.22452046
0.19372189,-0.97850347
0.287111,-0.47194093
0.075528376,-0.6395279
-0.637509,0.2570149
0.12573428,1.2305399
-0.45492977,-0.07372386
0.09446573,2.4733448
-0.6097738,-1.1115593
-0.5553579,-0.5755344
0.36946106,-0.4792273
-0.6711236,-0.881246
0.24363963,2.2208555
0.11907542,-1.0117674
0.08633974,-0.6607535
0.305372,0.27063727
0.25116003,2.1555948
0.3843519,1.4608532
-0.3155529,-0.14373657
0.22846848,0.16007422
-0.64533556,0.8918812
-0.65086716,0.46927062
-0.3278029,0.9932571
0.022821024,-1.1115593
-0.4334309,-0.38260344
-0.003978323,-0.8454476
-0.65408665,0.35839075
-0.7405084,-1.0035306
-0.64499694,0.030819997
-0.7282531,-0.68736464
0.12666607,-0.66613907
