tag,step,value
loss,0,0.69317626953125
loss,47,0.693389892578125
loss,95,0.693145751953125
loss,142,0.693084716796875
loss,190,0.693359375
loss,238,0.693115234375
loss,285,0.692626953125
loss,333,0.692230224609375
loss,380,0.693084716796875
loss,428,0.693084716796875
loss,476,0.693145751953125
loss,523,0.692138671875
loss,571,0.693115234375
loss,619,0.69189453125
loss,666,0.693359375
loss,714,0.6922607421875
loss,761,0.694122314453125
loss,809,0.6934814453125
loss,857,0.690643310546875
loss,904,0.69085693359375
loss,952,0.6937500238418579
loss,1000,0.69268798828125
loss,1047,0.694793701171875
loss,1095,0.692840576171875
loss,1142,0.6927490234375
loss,1190,0.69293212890625
loss,1238,0.69195556640625
loss,1285,0.690155029296875
loss,1333,0.688446044921875
loss,1380,0.69244384765625
loss,1428,0.691986083984375
loss,1476,0.692352294921875
loss,1523,0.689300537109375
loss,1571,0.692291259765625
loss,1619,0.688995361328125
loss,1666,0.693511962890625
loss,1714,0.690826416015625
loss,1761,0.695465087890625
loss,1809,0.694091796875
loss,1857,0.687164306640625
loss,1904,0.68780517578125
loss,1952,0.6943359375
loss,2000,0.6925048828125
loss,2047,0.696563720703125
loss,2095,0.6927490234375
loss,2142,0.692535400390625
loss,2190,0.692718505859375
loss,2238,0.690185546875
loss,2285,0.6871337890625
loss,2333,0.6832275390625
loss,2380,0.691986083984375
loss,2428,0.69085693359375
loss,2476,0.691375732421875
loss,2523,0.68585205078125
loss,2571,0.691314697265625
loss,2619,0.685455322265625
loss,2666,0.69378662109375
loss,2714,0.6890869140625
loss,2761,0.6971435546875
loss,2809,0.694732666015625
loss,2857,0.6827392578125
loss,2904,0.68389892578125
loss,2952,0.69482421875
loss,3000,0.692291259765625
loss,3047,0.698699951171875
loss,3095,0.692535400390625
loss,3142,0.692352294921875
loss,3190,0.6923828125
loss,3238,0.687896728515625
loss,3285,0.68328857421875
loss,3333,0.67681884765625
loss,3380,0.691375732421875
loss,3428,0.689300537109375
loss,3476,0.690277099609375
loss,3523,0.681488037109375
loss,3571,0.6900634765625
loss,3619,0.6810302734375
loss,3666,0.694091796875
loss,3714,0.686798095703125
loss,3761,0.699249267578125
loss,3809,0.695648193359375
loss,3857,0.67706298828125
loss,3904,0.67901611328125
loss,3952,0.6952148675918579
loss,4000,0.69189453125
loss,4047,0.701507568359375
loss,4095,0.692352294921875
loss,4142,0.692169189453125
loss,4190,0.69189453125
loss,4238,0.68511962890625
loss,4285,0.67822265625
loss,4333,0.6685791015625
loss,4380,0.6905517578125
loss,4428,0.687286376953125
loss,4476,0.688873291015625
loss,4523,0.675933837890625
loss,4571,0.68841552734375
loss,4619,0.67547607421875
loss,4666,0.69451904296875
loss,4714,0.68414306640625
loss,4761,0.701873779296875
loss,4809,0.69671630859375
loss,4857,0.6700439453125
loss,4904,0.67266845703125
loss,4952,0.6954101324081421
loss,5000,0.691558837890625
loss,5047,0.705078125
loss,5095,0.6920166015625
loss,5142,0.691741943359375
loss,5190,0.691253662109375
loss,5238,0.681610107421875
loss,5285,0.672149658203125
loss,5333,0.6585693359375
loss,5380,0.689666748046875
loss,5428,0.684844970703125
loss,5476,0.687255859375
loss,5523,0.669403076171875
loss,5571,0.686279296875
loss,5619,0.6688232421875
loss,5666,0.6949462890625
