tag,step,value
loss,0,1.0628503561019897
loss,47,1.1259005069732666
loss,95,0.9997783899307251
loss,142,1.0631775856018066
loss,190,0.8734337687492371
loss,238,1.0629451274871826
loss,285,0.7482765913009644
loss,333,0.8739686012268066
loss,380,0.9368733167648315
loss,428,1.18905508518219
loss,476,1.1887041330337524
loss,523,0.8741745948791504
loss,571,1.0626155138015747
loss,619,0.6862081289291382
loss,666,1.0624730587005615
loss,714,0.9998189210891724
loss,761,1.3127671480178833
loss,809,1.1248531341552734
loss,857,0.8755491375923157
loss,904,0.8757723569869995
loss,952,1.024712324142456
loss,1000,1.0618724822998047
loss,1047,1.123898983001709
loss,1095,0.9999260902404785
loss,1142,1.0616681575775146
loss,1190,0.8766434192657471
loss,1238,1.0615122318267822
loss,1285,0.7540121078491211
loss,1333,0.8765268921852112
loss,1380,0.9382647275924683
loss,1428,1.184795618057251
loss,1476,1.1851201057434082
loss,1523,0.8763054609298706
loss,1571,1.0617873668670654
loss,1619,0.6910829544067383
loss,1666,1.061684012413025
loss,1714,0.999914288520813
loss,1761,1.3091448545455933
loss,1809,1.123748540878296
loss,1857,0.8759709596633911
loss,1904,0.875942587852478
loss,1952,1.0246468782424927
loss,2000,1.0617444515228271
loss,2047,1.1240766048431396
loss,2095,0.99991774559021
loss,2142,1.0617892742156982
loss,2190,0.8758248090744019
loss,2238,1.0617581605911255
loss,2285,0.752346396446228
loss,2333,0.8758893013000488
loss,2380,0.937827467918396
loss,2428,1.1854002475738525
loss,2476,1.1858983039855957
loss,2523,0.875261127948761
loss,2571,1.0621857643127441
loss,2619,0.6881800889968872
loss,2666,1.0620176792144775
loss,2714,0.9998677968978882
loss,2761,1.3102312088012695
loss,2809,1.1242003440856934
loss,2857,0.8749062418937683
loss,2904,0.8747479915618896
loss,2952,1.0247275829315186
loss,3000,1.0620388984680176
loss,3047,1.125052809715271
loss,3095,0.9998663663864136
loss,3142,1.062134861946106
loss,3190,0.874518871307373
loss,3238,1.0621592998504639
loss,3285,0.7500162124633789
loss,3333,0.8749558925628662
loss,3380,0.9372178316116333
loss,3428,1.1862945556640625
loss,3476,1.1869244575500488
loss,3523,0.8739349246025085
loss,3571,1.062689185142517
loss,3619,0.6845372915267944
loss,3666,1.0624024868011475
loss,3714,0.9998190402984619
loss,3761,1.311370849609375
loss,3809,1.1246998310089111
loss,3857,0.8736527562141418
loss,3904,0.8733158707618713
loss,3952,1.0248159170150757
loss,4000,1.0623502731323242
loss,4047,1.126151204109192
loss,4095,0.9998204112052917
loss,4142,1.0624890327453613
loss,4190,0.8730312585830688
loss,4238,1.062586784362793
loss,4285,0.7473510503768921
loss,4333,0.8739409446716309
loss,4380,0.9365233778953552
loss,4428,1.1870852708816528
loss,4476,1.1879034042358398
loss,4523,0.8723801374435425
loss,4571,1.0632728338241577
loss,4619,0.680023193359375
loss,4666,1.062796711921692
loss,4714,0.9997780919075012
loss,4761,1.3121583461761475
loss,4809,1.1251462697982788
loss,4857,0.8721519112586975
loss,4904,0.8715678453445435
loss,4952,1.0249111652374268
loss,5000,1.0626680850982666
loss,5047,1.12740159034729
loss,5095,0.9997878670692444
loss,5142,1.0628530979156494
loss,5190,0.8712478876113892
loss,5238,1.0630524158477783
loss,5285,0.7441154718399048
loss,5333,0.872787356376648
loss,5380,0.9356895685195923
loss,5428,1.1876587867736816
loss,5476,1.1887314319610596
loss,5523,0.8705135583877563
loss,5571,1.0639649629592896
loss,5619,0.6741324067115784
loss,5666,1.0631849765777588
loss,5714,0.9997547268867493
loss,5761,1.3122718334197998
loss,5809,1.1254621744155884
loss,5857,0.8703233003616333
loss,5904,0.8693859577178955
loss,5952,1.0250205993652344
loss,6000,1.062986969947815
loss,6047,1.128805160522461
loss,6095,0.9997849464416504
loss,6142,1.0632195472717285
loss,6190,0.8690487146377563
loss,6238,1.0635441541671753
loss,6285,0.7400249242782593
loss,6333,0.8714509010314941
loss,6380,0.9347070455551147
loss,6428,1.1877987384796143
loss,6476,1.1892144680023193
loss,6523,0.8682594895362854
loss,6571,1.0647919178009033
loss,6619,0.6662766933441162
loss,6666,1.0635032653808594
loss,6714,0.9997701644897461
loss,6761,1.310970664024353
loss,6809,1.1254678964614868
loss,6857,0.8681253790855408
loss,6904,0.8667232394218445
loss,6952,1.0251439809799194
loss,7000,1.0632565021514893
loss,7047,1.1302300691604614
loss,7095,0.9998455047607422
loss,7142,1.0635409355163574
loss,7190,0.8663946390151978
loss,7238,1.064011812210083
loss,7285,0.7349773049354553
loss,7333,0.8699961304664612
loss,7380,0.9335912466049194
loss,7428,1.1869254112243652
loss,7476,1.1888562440872192
loss,7523,0.8656419515609741
loss,7571,1.0657252073287964
loss,7619,0.6558636426925659
loss,7666,1.0636205673217773
loss,7714,0.9998608827590942
loss,7761,1.307105541229248
loss,7809,1.1248751878738403
loss,7857,0.8656219244003296
loss,7904,0.8635610342025757
loss,7952,1.025261640548706
loss,8000,1.0634167194366455
loss,8047,1.131426453590393
loss,8095,1.0000227689743042
loss,8142,1.0637531280517578
loss,8190,0.8632407784461975
loss,8238,1.0643588304519653
loss,8285,0.7285906672477722
loss,8333,0.8684961795806885
loss,8380,0.9324992299079895
loss,8428,1.184335470199585
loss,8476,1.1870067119598389
